🇨🇳川哥央视,#genre#
斗鱼-女神电影,http://159.75.85.63:35455/douyu/747764
斗鱼-华语经典,http://159.75.85.63:35455/douyu/434971
斗鱼-避风影院,http://159.75.85.63:35455/douyu/9826611
斗鱼-星星影院,http://159.75.85.63:35455/douyu/315131
斗鱼-欧美大片,http://159.75.85.63:35455/douyu/2793084
斗鱼-贝爷影厅,http://159.75.85.63:35455/douyu/252802
斗鱼-译制国语,http://159.75.85.63:35455/douyu/2436390
斗鱼-西游记,https://www.aois.eu.org/live/douyu/8953746
斗鱼-西游记,https://www.goodiptv.club/douyu/8953746
🦈斗鱼轮播,#genre#
小宇60帧✔原,http://maomao.kandiantv.cn/douyu1.php?id=323876
恐怖惊悚✔原,http://maomao.kandiantv.cn/douyu1.php?id=96577
電影劇場✔原,http://maomao.kandiantv.cn/douyu1.php?id=7575350
國語電影✔原,http://maomao.kandiantv.cn/douyu1.php?id=2436390
豆瓣高分✔原,http://maomao.kandiantv.cn/douyu1.php?id=8770422
花卷陪看✔原,http://maomao.kandiantv.cn/douyu1.php?id=52787
漫威剧情✔原,http://maomao.kandiantv.cn/douyu1.php?id=6140589
霍格沃茨✔原,http://maomao.kandiantv.cn/douyu1.php?id=8814650
鱼宝恐怖✔原,http://maomao.kandiantv.cn/douyu1.php?id=1165374
鬼片恐怖✔原,http://maomao.kandiantv.cn/douyu1.php?id=2935323
吃奶滴虫✔原,http://maomao.kandiantv.cn/douyu1.php?id=263824
变种人片✔原,http://maomao.kandiantv.cn/douyu1.php?id=9651304
喜剧电影✔原,http://maomao.kandiantv.cn/douyu1.php?id=9292492
女神电影✔原,http://maomao.kandiantv.cn/douyu1.php?id=747764
华语经典✔原,http://maomao.kandiantv.cn/douyu1.php?id=434971
欧美大片✔原,http://maomao.kandiantv.cn/douyu1.php?id=2793084
贝爷影厅✔原,http://maomao.kandiantv.cn/douyu1.php?id=252802
橙記Orange丶,https://www.goodiptv.club/douyu/4549169
UU娇哒哒呀,https://www.goodiptv.club/douyu/96577
小片片说大片,https://www.goodiptv.club/douyu/4258555
师落,https://www.goodiptv.club/douyu/6911044
Rainsun宇,https://www.goodiptv.club/douyu/323876
赵本山经典小品,https://www.goodiptv.club/douyu/9817716
吃奶滴虫,https://www.goodiptv.club/douyu/263824
火龙果说电影,https://www.goodiptv.club/douyu/9559158
万合出品,https://www.goodiptv.club/douyu/9220456
小约翰可汗,https://www.goodiptv.club/douyu/9738854
科幻Fans布玛,https://www.goodiptv.club/douyu/3508304
开心麻花经典小品,https://www.goodiptv.club/douyu/10153463
特辑电影院,https://www.goodiptv.club/douyu/3637778
开心锤锤动漫,https://www.goodiptv.club/douyu/9018297
宋小宝小品,https://www.goodiptv.club/douyu/9817729
PP看动漫,https://www.goodiptv.club/douyu/9837291
进击的神乐,https://www.goodiptv.club/douyu/85894
刘哔电影,https://www.goodiptv.club/douyu/2632223
虫哥说电影,https://www.goodiptv.club/douyu/8915074
自说自话的总裁,https://www.goodiptv.club/douyu/9317739
许君聪经典小品,https://www.goodiptv.club/douyu/10419558
老高与小茉的死忠粉,https://www.goodiptv.club/douyu/236461
游钓中国李大毛,https://www.goodiptv.club/douyu/791411
刘老师说电影,https://www.goodiptv.club/douyu/8317926
大漠叔叔Dm,https://www.goodiptv.club/douyu/1109218
贾玲经典小品,https://www.goodiptv.club/douyu/10419541
万合鲜肉老师,https://www.goodiptv.club/douyu/9815091
周杰伦颜老师,https://www.goodiptv.club/douyu/7537296
进击D神乐,https://www.goodiptv.club/douyu/122402
OneGuy丶,https://www.goodiptv.club/douyu/9734098
王大齐吖,https://www.goodiptv.club/douyu/3647278
baby丶贝贝,https://www.goodiptv.club/douyu/431460
我是郭杰瑞V,https://www.goodiptv.club/douyu/7357786
篮球人物,https://www.goodiptv.club/douyu/8434598
牛叔说电影二台,https://www.goodiptv.club/douyu/10010651
都市夜魔人老王,https://www.goodiptv.club/douyu/610972
电影迷小雅,https://www.goodiptv.club/douyu/9639225
渔戈兄弟赶海,https://www.goodiptv.club/douyu/9091847
伊太刀刀,https://www.goodiptv.club/douyu/747764
Poison丶冰冰,https://www.goodiptv.club/douyu/74374
丨灬发财叔灬丨,https://www.goodiptv.club/douyu/9470198
狂仔酷炫,https://www.goodiptv.club/douyu/252802
用户2979576101,https://www.goodiptv.club/douyu/9273031
韓美兮,https://www.goodiptv.club/douyu/2838296
是一坨蓝翔啊,https://www.goodiptv.club/douyu/276200
辽视欢乐大集锦,https://www.goodiptv.club/douyu/9403712
狂拽酷炫,https://www.goodiptv.club/douyu/4332
敬汉卿250,https://www.goodiptv.club/douyu/2912165
1900影剧室,https://www.goodiptv.club/douyu/7796193
久了旧知,https://www.goodiptv.club/douyu/310926
刀刀de食堂,https://www.goodiptv.club/douyu/6733133
小片片说大片二台,https://www.goodiptv.club/douyu/10011547
蓝翔新三国,https://www.goodiptv.club/douyu/5908256
灬魔丶力灬,https://www.goodiptv.club/douyu/11578014
我们可爱的程程,https://www.goodiptv.club/douyu/329667
湖南小卿,https://www.goodiptv.club/douyu/4665967
綫条小狗,https://www.goodiptv.club/douyu/11279861
青丝染霜华丶,https://www.goodiptv.club/douyu/11656555
老邪说电影,https://www.goodiptv.club/douyu/9222870
Alone宇割,https://www.goodiptv.club/douyu/1874054
星河入潮汐丶,https://www.goodiptv.club/douyu/11873641
天明夜明,https://www.goodiptv.club/douyu/11624323
明月念星河,https://www.goodiptv.club/douyu/12021758
回首已丶陌然,https://www.goodiptv.club/douyu/10120371
ASSASSIN,https://www.goodiptv.club/douyu/8387899
哇塞的星星,https://www.goodiptv.club/douyu/11854896
灬梅子丶,https://www.goodiptv.club/douyu/11645048
自在仙丶望月者,https://www.goodiptv.club/douyu/11543347
美兮超可爱的,https://www.goodiptv.club/douyu/20415
徵语,https://www.goodiptv.club/douyu/11954695
Re爱吃小龙虾,https://www.goodiptv.club/douyu/11651155
绛橘色的落丶,https://www.goodiptv.club/douyu/11578904
似水温婉丶尘埃,https://www.goodiptv.club/douyu/11955671
财神爷来了呀,https://www.goodiptv.club/douyu/11678039
卖红薯的小姑娘123,https://www.goodiptv.club/douyu/11880121
小黛兮丶,https://www.goodiptv.club/douyu/11553944
远方的姑娘qw,https://www.goodiptv.club/douyu/11741883
微醺的月色鹿,https://www.goodiptv.club/douyu/11606410
回忆总是陌路丶,https://www.goodiptv.club/douyu/11618658
糖醋小排咕儿,https://www.goodiptv.club/douyu/11861663
开心的霞丶,https://www.goodiptv.club/douyu/11844411
丨灬释怀灬丨,https://www.goodiptv.club/douyu/11391949
不迟到的若梦,https://www.goodiptv.club/douyu/11954507
nehan丶,https://www.goodiptv.club/douyu/11868078
田柾国solo大发,https://www.goodiptv.club/douyu/8189873
沐沐超甜丫,https://www.goodiptv.club/douyu/11649972
楠瓜哟哟子,https://www.goodiptv.club/douyu/11850504
Re燕子往南飞,https://www.goodiptv.club/douyu/11684347
怡宝妹妹丶,https://www.goodiptv.club/douyu/434971
执念丶眺望,https://www.goodiptv.club/douyu/11646306
花开跟开花,https://www.goodiptv.club/douyu/11651489
狮力克,https://www.goodiptv.club/douyu/12039611
孤独好喜欢我a,https://www.goodiptv.club/douyu/11686959
羁绊丶林,https://www.goodiptv.club/douyu/11868246
龍組队长天昊,https://www.goodiptv.club/douyu/1487654
淡薄眉丶纸薄情,https://www.goodiptv.club/douyu/11958092
烟雨抚风,https://www.goodiptv.club/douyu/11649079
过往云烟4999,https://www.goodiptv.club/douyu/11896411
追梦凌宝,https://www.goodiptv.club/douyu/1377142
嫒沵芯卟浍变,https://www.goodiptv.club/douyu/11544610
是娜寶呀,https://www.goodiptv.club/douyu/11863823
当燕双鹰遇见李元芳,https://www.goodiptv.club/douyu/3439096
老秦说秦,https://www.goodiptv.club/douyu/9650131
孤心凉026,https://www.goodiptv.club/douyu/11685263
棉花糖丶蔷薇,https://www.goodiptv.club/douyu/11578540
龙视爱笑会议室,https://www.goodiptv.club/douyu/9375430
龙视本山快乐营,https://www.goodiptv.club/douyu/9374865
鲸落MPV,https://www.goodiptv.club/douyu/11956304
赶海大弟,https://www.goodiptv.club/douyu/9348766
娜财娜福丶,https://www.goodiptv.club/douyu/11928438
鬼兄奇谈,https://www.goodiptv.club/douyu/8722254
胆子不小的郑吉祥,https://www.goodiptv.club/douyu/9171887
老烟斗鬼故事,https://www.goodiptv.club/douyu/2337939
3说电影,https://www.goodiptv.club/douyu/9643264
花花花艺,https://www.goodiptv.club/douyu/11924621
史君说剧,https://www.goodiptv.club/douyu/9419771
吸奇侠,https://www.goodiptv.club/douyu/8986636
竹叶的熊猫,https://www.goodiptv.club/douyu/3870925
勤劳的电影搬运工,https://www.goodiptv.club/douyu/12039905
用户3313188447,https://www.goodiptv.club/douyu/12028612
星君说电影,https://www.goodiptv.club/douyu/8014467
侃片大师兄,https://www.goodiptv.club/douyu/9338839
萌小鬼,https://www.goodiptv.club/douyu/3928
史君观影,https://www.goodiptv.club/douyu/9644669
芙芙家的洗碗君,https://www.goodiptv.club/douyu/9446706
晓晓666666,https://www.goodiptv.club/douyu/426517
朱一旦的枯燥生活v,https://www.goodiptv.club/douyu/7907979
UnaDirezione,https://www.goodiptv.club/douyu/218859
懒猫是只喵,https://www.goodiptv.club/douyu/260322
怪兽马提尼电影,https://www.goodiptv.club/douyu/9075333
珍珠奶茶嗯哼哎哟,https://www.goodiptv.club/douyu/6566671
小栗子呀Liz,https://www.goodiptv.club/douyu/7254536
十七岁的道姑,https://www.goodiptv.club/douyu/3186217
蔡老板家的长工丶,https://www.goodiptv.club/douyu/8869614
蓉城电影,https://www.goodiptv.club/douyu/11137425
魚的左手,https://www.goodiptv.club/douyu/8107217
发条张的电影最TOP,https://www.goodiptv.club/douyu/2164691
周扒片,https://www.goodiptv.club/douyu/6434857
刘少丶7012,https://www.goodiptv.club/douyu/131977
碎片记,https://www.goodiptv.club/douyu/9412981
暴走漫画,https://www.goodiptv.club/douyu/1275878
春卷大师,https://www.goodiptv.club/douyu/52787
7师傅,https://www.goodiptv.club/douyu/17732
开心嘴炮,https://www.goodiptv.club/douyu/9026377
神乐的爱情公寓,https://www.goodiptv.club/douyu/6566658
拳叔二次元,https://www.goodiptv.club/douyu/9484105
爱好恐怖片的美男子,https://www.goodiptv.club/douyu/9280384
奥雷卡尔克斯,https://www.goodiptv.club/douyu/1224356
卖女孩滴小姑凉,https://www.goodiptv.club/douyu/922564
吃米滴虫,https://www.goodiptv.club/douyu/315457
当幽兰剑遇上链子刀,https://www.goodiptv.club/douyu/6027991
丶小跟班丿瑶瑶,https://www.goodiptv.club/douyu/2935323
爱情公寓vip,https://www.goodiptv.club/douyu/6863367
sparcii,https://www.goodiptv.club/douyu/1093495
贾贵队长真男神,https://www.goodiptv.club/douyu/299854
发霉社丶阿乐,https://www.goodiptv.club/douyu/6557037
当铁手团遇到光复社,https://www.goodiptv.club/douyu/5875025
蓝翔老三国,https://www.goodiptv.club/douyu/7459925
酷炫小剧场,https://www.goodiptv.club/douyu/36337
荒野有声书,https://www.goodiptv.club/douyu/10650322
傲娇的虾虾,https://www.goodiptv.club/douyu/338759
丶丶丶九月丶丶丶,https://www.goodiptv.club/douyu/10338873
奇兮兮悄陌,https://www.goodiptv.club/douyu/953193
Only丶邵氏,https://www.goodiptv.club/douyu/4246519
永远快乐的小美女,https://www.goodiptv.club/douyu/6091425
小粤兒,https://www.goodiptv.club/douyu/5033502
单纯的顺才少爷,https://www.goodiptv.club/douyu/10084875
世界未解之谜M,https://www.goodiptv.club/douyu/9369468
小毅主播q,https://www.goodiptv.club/douyu/6906628
用户7719601289,https://www.goodiptv.club/douyu/9403738
疯狂尛瀦瀦,https://www.goodiptv.club/douyu/4290711
代娱说美剧,https://www.goodiptv.club/douyu/9123570
辽视组团上春晚,https://www.goodiptv.club/douyu/9406416
疯狂小潴潴,https://www.goodiptv.club/douyu/5522351
挖沟连彭沟长,https://www.goodiptv.club/douyu/8413092
一条闲木鱼,https://www.goodiptv.club/douyu/10102281
名侦探柯南之银色子弹,https://www.goodiptv.club/douyu/6484910
牛奶味的梦猪猪,https://www.goodiptv.club/douyu/5261342
圈踢动漫,https://www.goodiptv.club/douyu/1952680
渔农泰叔,https://www.goodiptv.club/douyu/9348784
猛禽西伯利亚白猿,https://www.goodiptv.club/douyu/10074407
怪事屋,https://www.goodiptv.club/douyu/8706084
徐大sao,https://www.goodiptv.club/douyu/7107176
菠萝屋的海绵宝宝,https://www.goodiptv.club/douyu/3949681
小陶气说动漫,https://www.goodiptv.club/douyu/9527700
師落,https://www.goodiptv.club/douyu/6582435
石家庄燕双鹰,https://www.goodiptv.club/douyu/10485975
安慕兮超好喝,https://www.goodiptv.club/douyu/5062195
苹果Zei甜,https://www.goodiptv.club/douyu/1174353
堇姑娘,https://www.goodiptv.club/douyu/297689
米尼影院,https://www.goodiptv.club/douyu/7642724
文西与阿漆,https://www.goodiptv.club/douyu/8737695
甜漫妮666,https://www.goodiptv.club/douyu/1569773
喷子OAO,https://www.goodiptv.club/douyu/7253343
苹果Zei妖,https://www.goodiptv.club/douyu/2793084
叶wl子,https://www.goodiptv.club/douyu/3395113
舌尖上的印度,https://www.goodiptv.club/douyu/11419689
电视BB,https://www.goodiptv.club/douyu/742565
梅西大圣,https://www.goodiptv.club/douyu/1360303
爱情公寓95001,https://www.goodiptv.club/douyu/11720507
702放映厅,https://www.goodiptv.club/douyu/10348728
飘洋过海来,https://www.goodiptv.club/douyu/9548850
大片片说小片,https://www.goodiptv.club/douyu/7489563
PDD影院阿,https://www.goodiptv.club/douyu/1274132
龙飞凤舞宝藏号,https://www.goodiptv.club/douyu/9650860
麓山迷踪,https://www.goodiptv.club/douyu/4505431
网神影厅,https://www.goodiptv.club/douyu/508118
鱼小丸梓,https://www.goodiptv.club/douyu/6140589
傲娇的超级赛亚人,https://www.goodiptv.club/douyu/4373285
很优美,https://www.goodiptv.club/douyu/7528160
甘凌宝宝,https://www.goodiptv.club/douyu/8157860
崔然竣舞台天才,https://www.goodiptv.club/douyu/113158
mn静静nm,https://www.goodiptv.club/douyu/5668371
v刺猬猪v,https://www.goodiptv.club/douyu/2436390
卿离倾心,https://www.goodiptv.club/douyu/7286439
酒酒酒酒酒染,https://www.goodiptv.club/douyu/7550220
安全套不套,https://www.goodiptv.club/douyu/5423
所有人都在装,https://www.goodiptv.club/douyu/206858
聚聚聚一个月,https://www.goodiptv.club/douyu/4105989
一把钢刀镇斗虞,https://www.goodiptv.club/douyu/7356023
茶啊二中官方,https://www.goodiptv.club/douyu/2925610
荒野伊甸园,https://www.goodiptv.club/douyu/9611578
芒果酱Mangoo,https://www.goodiptv.club/douyu/138959
爱旅行的巧克力,https://www.goodiptv.club/douyu/9653323
谁语说电影,https://www.goodiptv.club/douyu/8705754
gslaini,https://www.goodiptv.club/douyu/6997954
柱子Yang,https://www.goodiptv.club/douyu/1783144
e尒袏,https://www.goodiptv.club/douyu/12015111
达达杀猪菜儿,https://www.goodiptv.club/douyu/11751004
性感冰激凌,https://www.goodiptv.club/douyu/7119207
宇宙探索飞船,https://www.goodiptv.club/douyu/9456028
花花与三猫CatLive,https://www.goodiptv.club/douyu/7348194
安韵家丶萝卜君,https://www.goodiptv.club/douyu/7495810
魔术师丶西索,https://www.goodiptv.club/douyu/6610883
我砸晕了牛顿奥,https://www.goodiptv.club/douyu/1218414
多发几个思雨,https://www.goodiptv.club/douyu/7256376
老衲智真,https://www.goodiptv.club/douyu/5127679
小姐姐不记得,https://www.goodiptv.club/douyu/3700024
Cloud猪,https://www.goodiptv.club/douyu/527502
UHD杜比视界,https://www.goodiptv.club/douyu/9249162
gu6465,https://www.goodiptv.club/douyu/11906591
Sy一渣男李元芳,https://www.goodiptv.club/douyu/7812810
超喜欢你的小宇,https://www.goodiptv.club/douyu/54945
鯋鱼辰辰,https://www.goodiptv.club/douyu/7623292
一个机智张张,https://www.goodiptv.club/douyu/9653063
老王陪你看电视,https://www.goodiptv.club/douyu/7476264
章的亲弟弟,https://www.goodiptv.club/douyu/9641152
蕃薯粥粥煮好了,https://www.goodiptv.club/douyu/11878141
JustXiaIt嘻咦啊看,https://www.goodiptv.club/douyu/2660125
往事vs随风1,https://www.goodiptv.club/douyu/3113309
智仗心,https://www.goodiptv.club/douyu/5635000
文大郎UP,https://www.goodiptv.club/douyu/8060436
中二日记搞笑动画,https://www.goodiptv.club/douyu/9505575
Svip丶YoYo,https://www.goodiptv.club/douyu/3472959
脑袋大1937,https://www.goodiptv.club/douyu/7655471
机智帅气的一炫君,https://www.goodiptv.club/douyu/3705472
老王陪你看动漫,https://www.goodiptv.club/douyu/6332732
方攵日央木几,https://www.goodiptv.club/douyu/9942574
一起看港剧,https://www.goodiptv.club/douyu/5061550
胡椒粉的胡歌,https://www.goodiptv.club/douyu/5448413
贝爷求生影视,https://www.goodiptv.club/douyu/9661369
草帽丶海贼团,https://www.goodiptv.club/douyu/997925
菜b惊怂院,https://www.goodiptv.club/douyu/7882691
楠者电影,https://www.goodiptv.club/douyu/9485398
宇哥Rebirth,https://www.goodiptv.club/douyu/413573
可达鸭联络员学某,https://www.goodiptv.club/douyu/9650836
cym009,https://www.goodiptv.club/douyu/8231658
真香动漫解说,https://www.goodiptv.club/douyu/9391292
微醺小白,https://www.goodiptv.club/douyu/308752
都是奔奔的错丶,https://www.goodiptv.club/douyu/8953746
串爆丨帶我們打上月球,https://www.goodiptv.club/douyu/5895598
老王陪你看大片,https://www.goodiptv.club/douyu/9826611
漫威君,https://www.goodiptv.club/douyu/1713615
moyu3390,https://www.goodiptv.club/douyu/11922242
海绵宝宝与尖头呆瓜,https://www.goodiptv.club/douyu/11922297
koanluowei,https://www.goodiptv.club/douyu/10906963
尉迟杰影评,https://www.goodiptv.club/douyu/8850682
影视英雄汇,https://www.goodiptv.club/douyu/10240495
篮球长镜头,https://www.goodiptv.club/douyu/9399887
坐空城等一人,https://www.goodiptv.club/douyu/11774356
浩贤说电影,https://www.goodiptv.club/douyu/10535867
用户0036218064,https://www.goodiptv.club/douyu/8600645
北京影帝的分身,https://www.goodiptv.club/douyu/9805480
芊珏ovo,https://www.goodiptv.club/douyu/8814650
彬柒淋,https://www.goodiptv.club/douyu/1076101
秋月剪水,https://www.goodiptv.club/douyu/9588891
i前尘忆梦,https://www.goodiptv.club/douyu/7473576
佳佳的全世界,https://www.goodiptv.club/douyu/7575350
不愿透露姓氏的林百万,https://www.goodiptv.club/douyu/2726977
你好呀张一一,https://www.goodiptv.club/douyu/11784023
彼岸零可星球,https://www.goodiptv.club/douyu/40471
诗意山水689,https://www.goodiptv.club/douyu/11976383
橙沫小幺妹,https://www.goodiptv.club/douyu/1584198
ryandradian,https://www.goodiptv.club/douyu/3756989
一样二职,https://www.goodiptv.club/douyu/11827530
一只究极蓝霸虎,https://www.goodiptv.club/douyu/8770422
肖胜350,https://www.goodiptv.club/douyu/7338853
温柔天宇i,https://www.goodiptv.club/douyu/11987921
Hi欣欣,https://www.goodiptv.club/douyu/11996166
诃德先生,https://www.goodiptv.club/douyu/3758762
24192593,https://www.goodiptv.club/douyu/931984
